time_index,set_point,measurement,proportional,integrator,differentiator
0.44160,10.000,1.516,4.241,1.000,0.000
0.44200,10.000,1.536,4.231,1.000,0.000
0.44240,10.000,1.465,4.267,1.000,0.000
0.44280,10.000,1.412,4.293,1.000,0.000
0.44320,10.000,1.375,4.312,1.000,0.000
0.44360,10.000,1.433,4.283,1.000,0.000
0.44400,10.000,1.476,4.261,1.000,0.000
0.44440,10.000,1.507,4.246,1.000,0.000
0.44480,10.000,1.530,4.234,1.000,0.000
0.44520,10.000,1.547,4.226,1.000,0.000
0.44560,10.000,1.559,4.220,1.000,0.000
0.44600,10.000,1.481,4.259,1.000,0.000
0.44640,10.000,1.511,4.244,1.000,0.000
0.44680,10.000,1.533,4.233,1.000,0.000
0.44720,10.000,1.548,4.225,1.000,0.000
0.44760,10.000,1.560,4.219,1.000,0.000
0.44800,10.000,1.568,4.215,1.000,0.000
0.44840,10.000,1.575,4.212,1.000,0.000
0.44880,10.000,1.579,4.210,1.000,0.000
0.44920,10.000,1.582,4.208,1.000,0.000
0.44960,10.000,1.498,4.250,1.000,0.000
0.45000,10.000,1.523,4.238,1.000,0.000
0.45040,10.000,1.542,4.228,1.000,0.000
0.45080,10.000,1.555,4.222,1.000,0.000
0.45120,10.000,1.651,4.174,1.000,0.000
0.45160,10.000,1.635,4.182,1.000,0.000
0.45200,10.000,1.537,4.231,1.000,0.000
0.45240,10.000,1.379,4.310,1.000,0.000
0.45280,10.000,1.263,4.368,1.000,0.000
0.45320,10.000,1.266,4.366,1.000,0.000
0.45360,10.000,1.354,4.322,1.000,0.000
0.45400,10.000,1.418,4.290,1.000,0.000
0.45440,10.000,1.379,4.310,1.000,0.000
0.45480,10.000,1.436,4.281,1.000,0.000
0.45520,10.000,1.478,4.260,1.000,0.000
0.45560,10.000,1.423,4.288,1.000,0.000
0.45600,10.000,1.468,4.265,1.000,0.000
0.45640,10.000,1.502,4.248,1.000,0.000
0.45680,10.000,1.439,4.280,1.000,0.000
0.45720,10.000,1.481,4.259,1.000,0.000
0.45760,10.000,1.424,4.287,1.000,0.000
0.45800,10.000,1.383,4.308,1.000,0.000
0.45840,10.000,1.526,4.236,1.000,0.000
0.45880,10.000,1.544,4.227,1.000,0.000
0.45920,10.000,1.470,4.264,1.000,0.000
0.45960,10.000,1.503,4.248,1.000,0.000
0.46000,10.000,1.527,4.236,1.000,0.000
0.46040,10.000,1.458,4.270,1.000,0.000
0.46080,10.000,1.494,4.252,1.000,0.000
0.46120,10.000,1.520,4.239,1.000,0.000
0.46160,10.000,1.540,4.229,1.000,0.000
0.46200,10.000,1.553,4.223,1.000,0.000
0.46240,10.000,1.564,4.217,1.000,0.000
0.46280,10.000,1.571,4.214,1.000,0.000
0.46320,10.000,1.490,4.254,1.000,0.000
0.46360,10.000,1.431,4.284,1.000,0.000
0.46400,10.000,1.388,4.305,1.000,0.000
0.46440,10.000,1.443,4.278,1.000,0.000
0.46480,10.000,1.483,4.258,1.000,0.000
0.46520,10.000,1.426,4.286,1.000,0.000
0.46560,10.000,1.471,4.264,1.000,0.000
0.46600,10.000,1.504,4.247,1.000,0.000
0.46640,10.000,1.527,4.236,1.000,0.000
0.46680,10.000,1.545,4.227,1.000,0.000
0.46720,10.000,1.471,4.264,1.000,0.000
0.46760,10.000,1.417,4.291,1.000,0.000
0.46800,10.000,1.291,4.354,1.000,0.000
0.46840,10.000,1.200,4.399,1.000,0.000
0.46880,10.000,1.306,4.346,1.000,0.000
0.46920,10.000,1.383,4.308,1.000,0.000
0.46960,10.000,1.353,4.323,1.000,0.000
0.47000,10.000,1.418,4.290,1.000,0.000
0.47040,10.000,1.465,4.267,1.000,0.000
0.47080,10.000,1.413,4.293,1.000,0.000
0.47120,10.000,1.375,4.312,1.000,0.000
0.47160,10.000,1.433,4.283,1.000,0.000
0.47200,10.000,1.476,4.261,1.000,0.000
0.47240,10.000,1.507,4.246,1.000,0.000
0.47280,10.000,1.530,4.234,1.000,0.000
0.47320,10.000,1.374,4.312,1.000,0.000
0.47360,10.000,1.173,4.413,1.000,0.000
0.47400,10.000,1.200,4.399,1.000,0.000
0.47440,10.000,1.306,4.346,1.000,0.000
0.47480,10.000,1.297,4.351,1.000,0.000
0.47520,10.000,1.291,4.354,1.000,0.000
0.47560,10.000,1.286,4.356,1.000,0.000
0.47600,10.000,1.369,4.315,1.000,0.000
0.47640,10.000,1.429,4.285,1.000,0.000
0.47680,10.000,1.473,4.263,1.000,0.000
0.47720,10.000,1.505,4.247,1.000,0.000
0.47760,10.000,1.442,4.278,1.000,0.000
0.47800,10.000,1.396,4.301,1.000,0.000
0.47840,10.000,1.363,4.318,1.000,0.000
0.47880,10.000,1.425,4.287,1.000,0.000
0.47920,10.000,1.470,4.264,1.000,0.000
0.47960,10.000,1.503,4.248,1.000,0.000
0.48000,10.000,1.613,4.193,1.000,0.000
0.48040,10.000,1.607,4.196,1.000,0.000
0.48080,10.000,1.430,4.284,1.000,0.000
0.48120,10.000,1.387,4.306,1.000,0.000
0.48160,10.000,1.443,4.278,1.000,0.000
0.48200,10.000,1.483,4.258,1.000,0.000
0.48240,10.000,1.599,4.200,1.000,0.000
0.48280,10.000,1.597,4.201,1.000,0.000
0.48320,10.000,1.595,4.202,1.000,0.000
0.48360,10.000,1.594,4.202,1.000,0.000
0.48400,10.000,1.507,4.246,1.000,0.000
0.48440,10.000,1.530,4.234,1.000,0.000
0.48480,10.000,1.546,4.226,1.000,0.000
0.48520,10.000,1.558,4.220,1.000,0.000
0.48560,10.000,1.654,4.172,1.000,0.000
0.48600,10.000,1.637,4.181,1.000,0.000
0.48640,10.000,1.624,4.187,1.000,0.000
0.48680,10.000,1.615,4.192,1.000,0.000
0.48720,10.000,1.609,4.195,1.000,0.000
0.48760,10.000,1.604,4.197,1.000,0.000
0.48800,10.000,1.514,4.242,1.000,0.000
0.48840,10.000,1.535,4.232,1.000,0.000
0.48880,10.000,1.550,4.224,1.000,0.000
0.48920,10.000,1.475,4.262,1.000,0.000
0.48960,10.000,1.420,4.289,1.000,0.000
0.49000,10.000,1.466,4.266,1.000,0.000
0.49040,10.000,1.500,4.249,1.000,0.000
0.49080,10.000,1.525,4.237,1.000,0.000
0.49120,10.000,1.543,4.228,1.000,0.000
0.49160,10.000,1.556,4.221,1.000,0.000
0.49200,10.000,1.565,4.217,1.000,0.000
0.49240,10.000,1.486,4.256,1.000,0.000
0.49280,10.000,1.514,4.242,1.000,0.000
0.49320,10.000,1.622,4.188,1.000,0.000
0.49360,10.000,1.613,4.193,1.000,0.000
0.49400,10.000,1.607,4.196,1.000,0.000
0.49440,10.000,1.603,4.198,1.000,0.000
0.49480,10.000,1.513,4.243,1.000,0.000
0.49520,10.000,1.534,4.232,1.000,0.000
0.49560,10.000,1.550,4.224,1.000,0.000
0.49600,10.000,1.561,4.219,1.000,0.000
0.49640,10.000,1.569,4.215,1.000,0.000
0.49680,10.000,1.575,4.212,1.000,0.000
0.49720,10.000,1.579,4.210,1.000,0.000
0.49760,10.000,1.583,4.208,1.000,0.000
0.49800,10.000,1.585,4.207,1.000,0.000
0.49840,10.000,1.587,4.206,1.000,0.000
0.49880,10.000,1.588,4.205,1.000,0.000
0.49920,10.000,1.589,4.205,1.000,0.000
0.49960,10.000,1.589,4.205,1.000,0.000
0.50000,10.000,1.503,4.248,1.000,0.000
0.50040,10.000,1.527,4.236,1.000,0.000
0.50080,10.000,1.631,4.184,1.000,0.000
0.50120,10.000,1.620,4.189,1.000,0.000
0.50160,10.000,1.612,4.193,1.000,0.000
0.50200,10.000,1.606,4.196,1.000,0.000
0.50240,10.000,1.602,4.198,1.000,0.000
0.50280,10.000,1.599,4.200,1.000,0.000
0.50320,10.000,1.597,4.201,1.000,0.000
0.50360,10.000,1.595,4.202,1.000,0.000
0.50400,10.000,1.594,4.202,1.000,0.000
0.50440,10.000,1.593,4.203,1.000,0.000
0.50480,10.000,1.593,4.203,1.000,0.000
0.50520,10.000,1.592,4.203,1.000,0.000
0.50560,10.000,1.592,4.203,1.000,0.000
0.50600,10.000,1.592,4.203,1.000,0.000
0.50640,10.000,1.591,4.204,1.000,0.000
0.50680,10.000,1.591,4.204,1.000,0.000
0.50720,10.000,1.591,4.204,1.000,0.000
0.50760,10.000,1.591,4.204,1.000,0.000
0.50800,10.000,1.505,4.247,1.000,0.000
0.50840,10.000,1.355,4.322,1.000,0.000
0.50880,10.000,1.333,4.333,1.000,0.000
0.50920,10.000,1.403,4.298,1.000,0.000
0.50960,10.000,1.368,4.315,1.000,0.000
0.51000,10.000,1.428,4.285,1.000,0.000
0.51040,10.000,1.472,4.263,1.000,0.000
0.51080,10.000,1.505,4.247,1.000,0.000
0.51120,10.000,1.615,4.192,1.000,0.000
0.51160,10.000,1.608,4.195,1.000,0.000
0.51200,10.000,1.603,4.198,1.000,0.000
0.51240,10.000,1.600,4.199,1.000,0.000
0.51280,10.000,1.511,4.244,1.000,0.000
0.51320,10.000,1.533,4.233,1.000,0.000
0.51360,10.000,1.635,4.182,1.000,0.000
0.51400,10.000,1.623,4.188,1.000,0.000
0.51440,10.000,1.614,4.192,1.000,0.000
0.51480,10.000,1.694,4.152,1.000,0.000
0.51520,10.000,1.666,4.166,1.000,0.000
0.51560,10.000,1.646,4.176,1.000,0.000
0.51600,10.000,1.631,4.184,1.000,0.000
0.51640,10.000,1.620,4.189,1.000,0.000
0.51680,10.000,1.612,4.193,1.000,0.000
0.51720,10.000,1.606,4.196,1.000,0.000
0.51760,10.000,1.602,4.198,1.000,0.000
0.51800,10.000,1.426,4.286,1.000,0.000
0.51840,10.000,1.298,4.350,1.000,0.000
0.51880,10.000,1.378,4.310,1.000,0.000
0.51920,10.000,1.436,4.281,1.000,0.000
0.51960,10.000,1.478,4.260,1.000,0.000
0.52000,10.000,1.595,4.202,1.000,0.000
0.52040,10.000,1.594,4.202,1.000,0.000
0.52080,10.000,1.593,4.203,1.000,0.000
0.52120,10.000,1.593,4.203,1.000,0.000
0.52160,10.000,1.592,4.203,1.000,0.000
0.52200,10.000,1.678,4.160,1.000,0.000
0.52240,10.000,1.655,4.172,1.000,0.000
0.52280,10.000,1.551,4.224,1.000,0.000
0.52320,10.000,1.648,4.175,1.000,0.000
0.52360,10.000,1.719,4.140,1.000,0.000
0.52400,10.000,1.684,4.157,1.000,0.000
0.52440,10.000,1.659,4.170,1.000,0.000
0.52480,10.000,1.641,4.179,1.000,0.000
0.52520,10.000,1.714,4.142,1.000,0.000
0.52560,10.000,1.680,4.159,1.000,0.000
0.52600,10.000,1.570,4.214,1.000,0.000
0.52640,10.000,1.575,4.212,1.000,0.000
0.52680,10.000,1.580,4.209,1.000,0.000
0.52720,10.000,1.583,4.208,1.000,0.000
0.52760,10.000,1.671,4.164,1.000,0.000
0.52800,10.000,1.650,4.174,1.000,0.000
0.52840,10.000,1.634,4.182,1.000,0.000
0.52880,10.000,1.622,4.188,1.000,0.000
0.52920,10.000,1.614,4.192,1.000,0.000
0.52960,10.000,1.607,4.196,1.000,0.000
0.53000,10.000,1.603,4.198,1.000,0.000
0.53040,10.000,1.600,4.199,1.000,0.000
0.53080,10.000,1.597,4.201,1.000,0.000
0.53120,10.000,1.596,4.201,1.000,0.000
0.53160,10.000,1.594,4.202,1.000,0.000
0.53200,10.000,1.593,4.203,1.000,0.000
0.53240,10.000,1.593,4.203,1.000,0.000
0.53280,10.000,1.592,4.203,1.000,0.000
0.53320,10.000,1.592,4.203,1.000,0.000
0.53360,10.000,1.592,4.203,1.000,0.000
0.53400,9.911,1.592,4.159,1.000,0.000
0.53440,10.000,1.678,4.160,1.000,0.000
0.53480,10.000,1.654,4.172,1.000,0.000
0.53520,9.769,1.637,4.065,1.000,0.000
0.53560,9.890,1.711,4.089,1.000,0.000
0.53600,9.854,1.592,4.131,1.000,0.000
0.53640,9.789,1.505,4.141,1.000,0.000
0.53680,9.892,1.529,4.181,1.000,0.000
0.53720,9.696,1.546,4.075,1.000,0.000
0.53760,9.720,1.644,4.037,1.000,0.000
0.53800,9.728,1.630,4.049,1.000,0.000
0.53840,9.737,1.533,4.102,1.000,0.000
0.53880,9.315,1.549,3.883,1.000,0.000
0.53920,9.703,1.560,4.071,1.000,0.000
0.53960,9.841,1.569,4.136,1.000,0.000
0.54000,9.651,1.661,3.994,1.000,0.000
0.54040,9.807,1.642,4.082,1.000,0.000
0.54080,9.579,1.542,4.018,1.000,0.000
0.54120,9.556,1.555,4.000,1.000,0.000
0.54160,9.598,1.565,4.016,1.000,0.000
0.54200,9.727,1.572,4.077,1.000,0.000
0.54240,9.505,1.577,3.964,1.000,0.000
0.54280,9.470,1.494,3.987,1.000,0.000
0.54320,9.515,1.521,3.997,1.000,0.000
0.54360,9.520,1.626,3.946,1.000,0.000
0.54400,9.602,1.617,3.992,1.000,0.000
0.54440,9.381,1.610,3.885,1.000,0.000
0.54480,9.511,1.605,3.953,1.000,0.000
0.54520,9.458,1.601,3.928,1.000,0.000
0.54560,9.230,1.685,3.772,1.000,0.000
0.54600,9.336,1.659,3.838,1.000,0.000
0.54640,9.358,1.554,3.902,1.000,0.000
0.54680,9.487,1.564,3.961,1.000,0.000
0.54720,9.115,1.572,3.771,1.000,0.000
0.54760,9.222,1.577,3.822,1.000,0.000
0.54800,9.481,1.581,3.950,1.000,0.000
0.54840,9.299,1.583,3.857,1.000,0.000
0.54880,9.286,1.586,3.850,1.000,0.000
0.54920,9.229,1.501,3.864,1.000,0.000
0.54960,9.309,1.525,3.891,1.000,0.000
0.55000,9.335,1.543,3.895,1.000,0.000
0.55040,9.311,1.470,3.920,1.000,0.000
0.55080,9.273,1.503,3.885,1.000,0.000
0.55120,9.221,1.613,3.804,1.000,0.000
0.55160,9.361,1.607,3.876,1.000,0.000
0.55200,9.278,1.603,3.837,1.000,0.000
0.55240,9.125,1.600,3.762,1.000,0.000
0.55280,9.239,1.511,3.864,1.000,0.000
0.55320,9.286,1.533,3.876,1.000,0.000
0.55360,9.182,1.635,3.773,1.000,0.000
0.55400,9.123,1.623,3.750,1.000,0.000
0.55440,9.084,1.614,3.735,1.000,0.000
0.55480,9.017,1.608,3.704,1.000,0.000
0.55520,9.038,1.603,3.717,1.000,0.000
0.55560,9.037,1.686,3.675,1.000,0.000
0.55600,8.948,1.661,3.643,1.000,0.000
0.55640,9.009,1.555,3.726,1.000,0.000
0.55680,8.910,1.565,3.672,1.000,0.000
0.55720,8.990,1.658,3.665,1.000,0.000
0.55760,9.005,1.640,3.682,1.000,0.000
0.55800,8.737,1.627,3.554,1.000,0.000
0.55840,8.824,1.617,3.603,1.000,0.000
0.55880,8.796,1.610,3.593,1.000,0.000
0.55920,8.712,1.691,3.510,1.000,0.000
0.55960,8.839,1.664,3.587,1.000,0.000
0.56000,8.859,1.558,3.650,1.000,0.000
0.56040,8.666,1.567,3.549,1.000,0.000
0.56080,8.690,1.573,3.558,1.000,0.000
0.56120,8.719,1.578,3.570,1.000,0.000
0.56160,8.685,1.582,3.551,1.000,0.000
0.56200,8.741,1.498,3.621,1.000,0.000
0.56240,8.690,1.523,3.583,1.000,0.000
0.56280,8.648,1.542,3.552,1.000,0.000
0.56320,8.606,1.555,3.525,1.000,0.000
0.56360,8.663,1.651,3.505,1.000,0.000
0.56400,8.608,1.721,3.443,1.000,0.000
0.56440,8.526,1.686,3.420,1.000,0.000
0.56480,8.594,1.574,3.510,1.000,0.000
0.56520,9.087,1.578,3.754,1.000,0.000
0.56560,8.481,1.582,3.449,1.000,0.000
0.56600,8.058,1.584,3.236,1.000,0.000
0.56640,8.406,1.586,3.409,1.000,0.000
0.56680,9.366,1.587,3.889,1.000,0.000
0.56720,8.217,1.588,3.314,1.000,0.000
0.56760,8.000,1.589,3.205,1.000,0.000
0.56800,8.000,1.590,3.204,1.000,0.000
0.56840,8.000,1.590,3.204,1.000,0.000
0.56880,8.150,1.677,3.236,1.000,0.000
0.56920,8.000,1.653,3.173,1.000,0.000
0.56960,8.000,1.636,3.181,1.000,0.000
0.57000,8.000,1.624,3.187,1.000,0.000
0.57040,8.000,1.615,3.192,1.000,0.000
0.57080,8.211,1.695,3.257,1.000,0.000
0.57120,8.000,1.667,3.166,1.000,0.000
0.57160,8.000,1.646,3.176,1.000,0.000
0.57200,8.000,1.631,3.184,1.000,0.000
0.57240,8.000,1.620,3.189,1.000,0.000
0.57280,8.000,1.699,3.150,1.000,0.000
0.57320,8.000,1.670,3.164,1.000,0.000
0.57360,8.000,1.648,3.175,1.000,0.000
0.57400,8.000,1.633,3.183,1.000,0.000
0.57440,8.000,1.535,3.232,1.000,0.000
0.57480,8.000,1.550,3.224,1.000,0.000
0.57520,8.000,1.561,3.219,1.000,0.000
0.57560,8.000,1.569,3.215,1.000,0.000
0.57600,8.000,1.575,3.212,1.000,0.000
0.57640,8.000,1.580,3.209,1.000,0.000
0.57680,8.000,1.583,3.208,1.000,0.000
0.57720,8.000,1.585,3.207,1.000,0.000
0.57760,8.000,1.587,3.206,1.000,0.000
0.57800,8.000,1.588,3.205,1.000,0.000
0.57840,8.000,1.675,3.162,1.000,0.000
0.57880,8.000,1.652,3.173,1.000,0.000
0.57920,8.000,1.636,3.181,1.000,0.000
0.57960,8.000,1.710,3.144,1.000,0.000
0.58000,8.000,1.678,3.160,1.000,0.000
0.58040,8.000,1.654,3.172,1.000,0.000
0.58080,8.000,1.637,3.181,1.000,0.000
0.58120,8.000,1.624,3.187,1.000,0.000
0.58160,8.000,1.702,3.148,1.000,0.000
0.58200,8.000,1.672,3.163,1.000,0.000
0.58240,8.000,1.650,3.174,1.000,0.000
0.58280,8.000,1.720,3.139,1.000,0.000
0.58320,8.000,1.685,3.157,1.000,0.000
0.58360,8.000,1.660,3.169,1.000,0.000
0.58400,8.000,1.727,3.136,1.000,0.000
0.58440,8.000,1.690,3.154,1.000,0.000
0.58480,8.000,1.663,3.168,1.000,0.000
0.58520,8.000,1.730,3.134,1.000,0.000
0.58560,8.000,1.779,3.110,1.000,0.000
0.58600,8.000,1.728,3.135,1.000,0.000
0.58640,8.000,1.604,3.197,1.000,0.000
0.58680,8.000,1.601,3.199,1.000,0.000
0.58720,8.000,1.684,3.157,1.000,0.000
0.58760,8.000,1.746,3.126,1.000,0.000
0.58800,8.000,1.790,3.104,1.000,0.000
0.58840,8.000,1.736,3.131,1.000,0.000
0.58880,8.000,1.697,3.151,1.000,0.000
0.58920,8.000,1.754,3.122,1.000,0.000
0.58960,8.000,1.710,3.144,1.000,0.000
0.59000,8.000,1.678,3.160,1.000,0.000
0.59040,8.000,1.654,3.172,1.000,0.000
0.59080,8.000,1.464,3.267,1.000,0.000
0.59120,8.000,1.412,3.293,1.000,0.000
0.59160,8.552,1.461,3.545,1.000,0.000
0.59200,8.855,1.496,3.679,1.000,0.000
0.59240,8.824,1.522,3.651,1.000,0.000
0.59280,9.534,1.541,3.996,1.000,0.000
0.59320,10.000,1.641,4.179,1.000,0.000
0.59360,10.000,1.627,4.186,1.000,0.000
0.59400,10.000,1.617,4.191,1.000,0.000
0.59440,10.000,1.697,4.151,1.000,0.000
0.59480,10.000,1.668,4.165,1.000,0.000
0.59520,10.000,1.647,4.176,1.000,0.000
0.59560,9.920,1.718,4.100,1.000,0.000
0.59600,9.208,1.684,3.761,1.000,0.000
0.59640,8.000,1.659,3.170,1.000,0.000
0.59680,8.000,1.727,3.136,1.000,0.000
0.59720,8.000,1.776,3.111,1.000,0.000
0.59760,8.000,1.812,3.093,1.000,0.000
0.59800,8.000,1.752,3.123,1.000,0.000
0.59840,8.000,1.708,3.145,1.000,0.000
0.59880,8.000,1.763,3.118,1.000,0.000
0.59920,8.136,1.803,3.166,1.000,0.000
0.59960,8.181,1.832,3.174,1.000,0.000
0.60000,8.463,1.853,3.305,1.000,0.000
0.60040,9.381,1.868,3.756,1.000,0.000
0.60080,9.642,1.879,3.881,1.000,0.000
0.60120,9.109,1.974,3.567,1.000,0.000
0.60160,9.237,1.956,3.640,1.000,0.000
0.60200,8.923,1.944,3.489,1.000,0.000
0.60240,8.957,2.021,3.468,1.000,0.000
0.60280,9.163,2.077,3.542,1.000,0.000
0.60320,8.988,2.031,3.478,1.000,0.000
0.60360,9.319,1.912,3.703,1.000,0.000
0.60400,9.225,1.911,3.656,1.000,0.000
0.60440,9.145,1.911,3.617,1.000,0.000
0.60480,9.338,1.824,3.757,1.000,0.000
0.60520,9.666,1.761,3.952,1.000,0.000
0.60560,9.519,1.801,3.858,1.000,0.000
0.60600,9.590,1.830,3.879,1.000,0.000
0.60640,9.868,1.852,4.008,1.000,0.000
0.60680,10.000,1.867,4.066,1.000,0.000
0.60720,10.000,1.792,4.103,1.000,0.000
0.60760,10.000,1.738,4.130,1.000,0.000
0.60800,10.000,1.784,4.107,1.000,0.000
0.60840,10.000,1.818,4.090,1.000,0.000
0.60880,10.000,1.843,4.078,1.000,0.000
0.60920,10.000,1.775,4.112,1.000,0.000
0.60960,10.000,1.725,4.137,1.000,0.000
0.61000,10.000,1.775,4.112,1.000,0.000
0.61040,10.000,1.811,4.094,1.000,0.000
0.61080,10.000,1.838,4.080,1.000,0.000
0.61120,10.000,1.771,4.114,1.000,0.000
0.61160,10.000,1.722,4.138,1.000,0.000
0.61200,10.000,1.773,4.113,1.000,0.000
0.61240,9.706,1.724,3.991,1.000,0.000
0.61280,9.521,1.688,3.916,1.000,0.000
0.61320,9.425,1.748,3.838,1.000,0.000
0.61360,9.384,1.705,3.839,1.000,0.000
0.61400,9.300,1.761,3.769,1.000,0.000
0.61440,9.012,1.801,3.605,1.000,0.000
0.61480,9.016,1.744,3.635,1.000,0.000
0.61520,9.334,1.702,3.815,1.000,0.000
0.61560,9.268,1.672,3.798,1.000,0.000
0.61600,9.464,1.737,3.863,1.000,0.000
0.61640,8.000,1.783,3.108,1.000,0.000
0.61680,9.633,1.645,3.993,1.000,0.000
0.61720,10.000,1.371,4.314,1.000,0.000
0.61760,9.870,1.344,4.263,1.000,0.000
0.61800,10.000,1.411,4.294,1.000,0.000
0.61840,9.632,1.460,4.086,1.000,0.000
0.61880,10.000,1.582,4.208,1.000,0.000
0.61920,9.867,1.671,4.098,1.000,0.000
0.61960,10.000,1.736,4.131,1.000,0.000
0.62000,9.754,1.696,4.028,1.000,0.000
0.62040,9.712,1.581,4.065,1.000,0.000
0.62080,9.581,1.498,4.041,1.000,0.000
0.62120,9.372,1.350,4.010,1.000,0.000
0.62160,9.341,1.156,4.092,1.000,0.000
0.62200,8.454,1.188,3.633,1.000,0.000
0.62240,9.049,1.384,3.832,1.000,0.000
0.62280,9.149,1.440,3.854,1.000,0.000
0.62320,8.768,1.481,3.643,1.000,0.000
0.62360,8.640,1.597,3.521,1.000,0.000
0.62400,8.904,1.682,3.610,1.000,0.000
0.62440,9.055,1.744,3.655,1.000,0.000
0.62480,8.678,1.702,3.488,1.000,0.000
0.62520,8.839,1.672,3.583,1.000,0.000
0.62560,8.736,1.736,3.499,1.000,0.000
0.62600,9.224,1.697,3.763,1.000,0.000
0.62640,9.155,1.495,3.829,1.000,0.000
0.62680,9.604,1.262,4.170,1.000,0.000
0.62720,9.968,1.265,4.351,1.000,0.000
0.62760,9.732,1.440,4.146,1.000,0.000
0.62800,9.985,1.567,4.208,1.000,0.000
0.62840,9.813,1.660,4.076,1.000,0.000
0.62880,9.733,1.728,4.002,1.000,0.000
0.62920,9.972,1.777,4.097,1.000,0.000
0.62960,9.914,1.813,4.050,1.000,0.000
0.63000,9.983,1.839,4.071,1.000,0.000
0.63040,10.000,1.772,4.113,1.000,0.000
0.63080,9.972,1.723,4.124,1.000,0.000
0.63120,9.606,1.687,3.959,1.000,0.000
0.63160,9.357,1.747,3.804,1.000,0.000
0.63200,9.420,1.791,3.814,1.000,0.000
0.63240,9.542,1.737,3.902,1.000,0.000
0.63280,9.459,1.784,3.837,1.000,0.000
0.63320,9.194,1.818,3.688,1.000,0.000
0.63360,9.276,1.756,3.760,1.000,0.000
0.63400,9.225,1.798,3.713,1.000,0.000
0.63440,10.000,1.914,4.042,1.000,0.000
0.63480,9.293,1.827,3.733,1.000,0.000
0.63520,8.500,1.763,3.368,1.000,0.000
0.63560,9.313,1.716,3.798,1.000,0.000
0.63600,8.970,1.682,3.644,1.000,0.000
0.63640,9.564,1.744,3.910,1.000,0.000
0.63680,8.910,1.789,3.560,1.000,0.000
0.63720,9.574,1.735,3.919,1.000,0.000
0.63760,10.000,1.523,4.238,1.000,0.000
0.63800,10.000,1.455,4.272,1.000,0.000
0.63840,8.966,1.578,3.693,1.000,0.000
0.63880,9.903,1.668,4.117,1.000,0.000
0.63920,9.444,1.734,3.854,1.000,0.000
0.63960,8.000,1.695,3.152,1.000,0.000
0.64000,9.206,1.667,3.769,1.000,0.000
0.64040,10.000,1.733,4.133,1.000,0.000
0.64080,9.732,1.694,4.018,1.000,0.000
0.64120,10.000,1.666,4.166,1.000,0.000
0.64160,9.560,1.732,3.913,1.000,0.000
0.64200,9.879,1.694,4.092,1.000,0.000
0.64240,9.751,1.666,4.042,1.000,0.000
0.64280,9.776,1.732,4.022,1.000,0.000
0.64320,9.284,1.780,3.751,1.000,0.000
0.64360,9.403,1.815,3.793,1.000,0.000
0.64400,9.512,1.754,3.878,1.000,0.000
0.64440,9.280,1.710,3.784,1.000,0.000
0.64480,9.153,1.764,3.694,1.000,0.000
0.64520,9.387,1.717,3.834,1.000,0.000
0.64560,9.360,1.683,3.838,1.000,0.000
0.64600,9.361,1.744,3.808,1.000,0.000
0.64640,9.288,1.789,3.749,1.000,0.000
0.64680,9.362,1.822,3.769,1.000,0.000
0.64720,8.277,1.846,3.215,1.000,0.000
0.64760,9.338,1.776,3.780,1.000,0.000
0.64800,9.869,1.726,4.071,1.000,0.000
0.64840,9.451,1.776,3.837,1.000,0.000
0.64880,9.220,1.812,3.703,1.000,0.000
0.64920,8.795,1.925,3.435,1.000,0.000
0.64960,9.326,2.007,3.659,1.000,0.000
0.65000,8.425,1.981,3.222,1.000,0.000
0.65040,9.332,1.961,3.685,1.000,0.000
0.65080,9.671,1.861,3.905,1.000,0.000
0.65120,9.403,1.787,3.807,1.000,0.000
0.65160,9.369,1.821,3.773,1.000,0.000
0.65200,9.319,1.845,3.736,1.000,0.000
0.65240,9.424,1.862,3.780,1.000,0.000
0.65280,9.732,1.789,3.971,1.000,0.000
0.65320,9.325,1.735,3.794,1.000,0.000
0.65360,8.698,1.782,3.457,1.000,0.000
0.65400,8.984,1.817,3.583,1.000,0.000
0.65440,8.857,1.842,3.507,1.000,0.000
0.65480,8.975,1.860,3.557,1.000,0.000
0.65520,8.697,1.874,3.411,1.000,0.000
0.65560,8.792,1.883,3.454,1.000,0.000
0.65600,8.874,1.890,3.491,1.000,0.000
0.65640,8.613,1.895,3.358,1.000,0.000
0.65680,8.440,1.899,3.270,1.000,0.000
0.65720,8.534,1.902,3.316,1.000,0.000
0.65760,8.401,1.818,3.291,1.000,0.000
0.65800,8.308,1.670,3.319,1.000,0.000
0.65840,8.587,1.648,3.469,1.000,0.000
0.65880,8.460,1.633,3.413,1.000,0.000
0.65920,8.534,1.621,3.456,1.000,0.000
0.65960,8.963,1.613,3.674,1.000,0.000
0.66000,8.717,1.694,3.511,1.000,0.000
0.66040,9.283,1.752,3.765,1.000,0.000
0.66080,8.661,1.795,3.433,1.000,0.000
0.66120,8.950,1.912,3.518,1.000,0.000
0.66160,8.479,1.825,3.326,1.000,0.000
0.66200,8.156,1.762,3.197,1.000,0.000
0.66240,8.909,1.802,3.553,1.000,0.000
0.66280,8.178,1.831,3.173,1.000,0.000
0.66320,8.083,1.852,3.115,1.000,0.000
0.66360,8.000,1.868,3.065,1.000,0.000
0.66400,8.000,1.965,3.017,1.000,0.000
0.66440,8.124,1.950,3.087,1.000,0.000
0.66480,8.505,1.853,3.326,1.000,0.000
